web-scraper-order,web-scraper-start-url,title,number,crn,class_cap,credits,professor,schedule,property_1_type,property_1_value,property_2_type,property_2_value,property_3_type,property_3_value,property_4_type,property_4_value,description,programs,programs-href
"1682449799-667","https://inside.bard.edu/academic/courses/current/menu.htm","A Lexicon of Migration","GIS 224","11277","22","4","Jeff Jurgens","Mon  Wed     10:10 AM
  – 11:30 AM Hegeman 308","Distributional","SA Social Analysis D+J Difference and Justice","Crosslists","American & Indigenous Studies; Global & International Studies;
  Human Rights; Middle Eastern Studies","null","null","null","null","Migration is one of the most important and contested features
of today’s interconnected world. In one way or another, it has transformed most
if not all contemporary nation-states into “pluralist,” “post-migrant,” and/or
“super-diverse” polities. And it affects everyone—regardless of their own
migratory status. This course examines the history of migration from local,
national, and global perspectives, with particular emphasis on the economic and
political developments that have produced specific forms of mobility in the Americas,
Europe, and the Middle East.. The course also traces the emergence of new modes of border regulation
and migration governance as well as novel forms of migrant cultural production
and representation. Above all, it aims to provide students with the tools to
engage critically with many of the concepts and buzzwords—among them “asylum,”
“border,” “belonging,” “citizenship,” and “illegality”—that define contemporary
public debates. It also encourages students to examine how migration
experiences have been, and will continue to be, inflected by differences of
race, ethnicity, gender, sexuality, class, religious affiliation, (dis)ability,
and legal status. A Lexicon of Migration is a network collaborative course that
will work together with similar courses on other OSUN campuses, in addition to
courses in the Migration Consortium at Bennington, Sarah Lawrence, and Vassar.","Anthropology","https://inside.bard.edu/academic/courses/current/anthropology.html"
"1682449799-668","https://inside.bard.edu/academic/courses/current/menu.htm","Linguistic Anthropology","ANTH 227","11275","22","4","Joseph Bush","Tue  Thurs    5:10 PM
  – 6:30 PM Olin 205","Distributional","SA Social Analysis D+J Difference and Justice","Crosslists","Literature","null","null","null","null","Linguistic anthropology offers a set of tools and approaches
for the comparative study of language in social life. This course introduces
some methods and concepts that are central to contemporary linguistic
anthropology, including ideas such as voice, register, discourse, language
ideology, and semiotics. We read ethnographies of language practices that show
how these ideas are taken up in the study of social life. How can linguistic
approaches shed light on power formations across the socially-constituted
differences of gender, class, race, human and non-human forms of life?","Anthropology","https://inside.bard.edu/academic/courses/current/anthropology.html"
"1682449799-669","https://inside.bard.edu/academic/courses/current/menu.htm","Toxicity and Contamination","ANTH 229","11276","22","4","Sophia Stamatopoulou-Robbins","Tue  Thurs    1:30 PM
  – 2:50 PM Olin 205","Distributional","SA Social Analysis D+J Difference and Justice","Crosslists","Environmental Studies; Human Rights; Middle Eastern Studies; Science,
  Technology, Society","null","null","null","null","Footage shows mushrooms growing out of school walls after the
2014 discovery of disease-causing organisms in the drinking supply of Flint,
Michigan. Photographs of two-headed Iraqi babies circulate with captions about
their mothers’ exposure to unidentified toxic chemicals following the U.S. led
invasion of Iraq. Widespread calls to close Indian Point Nuclear facility, 1.5
hours south of Bard, by 2021, remind us that we live exposed to nuclear
leakage, usually without knowing it. These moments raise questions about the
production of expert knowledge and the forms of evidence that count in
claims-making about exposure to toxic materials. Toxicity and contamination are
generally thought of as corrosive, damaging and destructive of human health and
natural environments. But they are also generative. This seminar investigates
what they make possible-and thinkable-by exploring controversies around
exposure to toxicity and contamination from Hiroshima to Flint. We will begin
by reading about nineteenth and early twentieth century American and European
ideas about contamination “at home” and in the colonies. The course will then
consider ethnographic case studies from Japan, the United States, Ukraine,
Iraq, Palestine and India. Discussions will consider questions including: How
do knowledge about toxicity and distributed risks of contamination transform
cultural life? What is the relationship between environments, bodies and bodies
of knowledge? How are the boundaries of the self, of communities and ideas
about ethics, rights and duties renegotiated through adjudication of exposure?  How have nuclear disasters changed the
meanings of biological risk, biosecurity and governmental uncertainty?  What is the relationship between toxicity and
political authority? What forms of agency (human and non-human) emerge and
conflict around contamination controversies? 
When contamination is invisible to the naked eye and undetectable by
other senses, how is it made perceptible and what new forms of epistemology
does that engender? What are the different temporalities of contamination and
how do they contribute to a politics of uncertainty? How are certain
spaces-whole cities, regions, workplaces, infrastructures-produced as toxic and
dangerous?","Anthropology","https://inside.bard.edu/academic/courses/current/anthropology.html"
"1682449799-670","https://inside.bard.edu/academic/courses/current/menu.htm","Anthropology of Religion","ANTH 238","11278","22","4","Naoko Kumada","Tue  Thurs    3:30 PM
  – 4:50 PM Hegeman 204","Distributional","MBV Meaning, Being, Value D+J Difference and Justice","Crosslists","Asian Studies; Study of Religions","null","null","null","null","Anthropologists have been provoked by the phenomenon of
religion from the very beginnings of the discipline. Some of the formative
ideas and approaches of the discipline have emerged from this engagement. From an
early interest in what the religious practice of ‘primitive’ societies might
reveal about the origin of society and the constitution of human thought, to
accounts of the continuing vitality of religion in often unexpected
contemporary contexts, to the ways in which religious practice, rhetoric, and
symbolism articulate gender and power, hierarchy and class, the anthropological
study of religion offers a trove of data and insight. In this introductory
survey we will look at how successive generations of anthropologists have
studied and theorized practices such as ritual and sacrifice, magic and
witchcraft, gift and exchange as observed in social formations from
hunter-gatherer societies to the modern state, from ‘animism’ to
‘world-religions.’ As we do so we will learn to think anew about such questions
as the relationship between the religious, the spiritual, and the secular and
about the enduring power of practices and concepts birthed in ‘religion.’","Anthropology","https://inside.bard.edu/academic/courses/current/anthropology.html"
"1682449799-671","https://inside.bard.edu/academic/courses/current/menu.htm","Race & Nature in Africa","ANTH 265","11279","22","4","Yuka Suzuki","Mon  Wed     11:50 AM
  – 1:10 PM Hegeman 308","Distributional","SA Social Analysis D+J Difference and Justice","Crosslists","Africana Studies; Environmental & Urban Studies; Global &
  International Studies; Human Rights","null","null","null","null","Western fantasies have historically represented Africa as the
embodiment of a mythical, primordial wilderness. Within this evocative imagery,
nature is racialized, and Africans are constructed as existing in a state
closer to nature. Conrad’s Heart of Darkness perhaps best exemplifies this
process, through its exploration of the `savage¿ dimensions of colonialism in
the African interior. Imperial discourses often relied on these tropes of
savagery and barbarism to link understandings of natural history with ideas
about racial difference. Similarly, by blurring the boundary between the human
and the nonhuman, colonial policies created a zone of anxiety around racialized
domestic relationships, particularly in the context of employers and their
servants. Many of these representations were contradictory, as evidenced by Rousseau¿s
image of the noble savage: indigenous people who lived as gentle custodians of
the environment, while at the same time preying upon the resources desired for
exclusive colonial use. After investigating the racialization of nature under
imperial regimes, we will consider the continuing legacies in post-colonial
situations. How have certain ethnic identities, for example, been linked to
nature? How do these associations reproduce social hierarchies and
inequalities? In what ways is race invoked in struggles for land and resource
rights? Through an exploration of ethnographic accounts, historical analyses,
and works of fiction based in Africa, this course offers a new way of
deciphering cultural representations of nature, and the fundamentally political
agendas that lie within.","Anthropology","https://inside.bard.edu/academic/courses/current/anthropology.html"
"1682449799-672","https://inside.bard.edu/academic/courses/current/menu.htm","Archaeology of African American Farms,
  Yards, and Gardens","ANTH 290","11280","12","4","Christopher Lindner","Thurs   
  1:30 PM – 2:50 PM Rose
  Laboratories 108","null","Fri   1:30 PM
  – 4:30 PM Rose Laboratories 108","Distributional","LS Laboratory Science","Crosslists","Africana Studies; American & Indigenous Studies; Environmental &
  Urban Studies; Historical Studies","null","null","How can we use archaeological methods to identify, analyze,
and interpret places where plant growing by African Americans flourished, and
contextualize our findings on these sites to help counter racism in the
present? The laboratory science aspect of this course will derive from
protocols and strategies of exploratory sampling excavations. Our goal will be
identification of deposits that remain relatively undisturbed and contain
artifacts and ecofacts that represent particularly relevant eras in the past.
Thursdays, seminars will take place in person &/or by videoconference. In
the winter labs on Friday, we will examine artifacts excavated nearby in Germantown
at the Reformed Parsonage, to prepare for the excavation in spring of a garden
beside the house. Our focus is the family headed by a free African American
farmer, Henry Person. His wife, Mary, was likely born to a bondswoman at the
house in 1805. Evidence of African American spiritual practices have been found
in its cellar and yard. We have a field site for a safely distanced dig if
precautions against the COVID pandemic warrant: Montgomery Place, the
ornamental Conservatory where 19th-century African
American horticulturist Alexander Gilson lived and worked. We’ll strive to
involve community colleagues from Hudson, Kingston &/or Poughkeepsie, in
person and via Zoom. This is an Engaged Liberal Arts & Sciences (ELAS)
course. In this course we have the opportunity to bridge from theory to
practice while engaging a community of interest throughout the
semester.","Anthropology","https://inside.bard.edu/academic/courses/current/anthropology.html"
"1682449799-673","https://inside.bard.edu/academic/courses/current/menu.htm","Anthropology for Decolonization","ANTH 292","11281","22","4","Naoko Kumada","Mon  Wed     3:30 PM
  – 4:50 PM Hegeman 204","Distributional","SA Social Analysis D+J Difference and Justice","Crosslists","Africana Studies; Asian Studies; Global & International Studies","null","null","null","null","The course will address racial and economic injustice by
locating it within the historical and global processes of colonialism. By
drawing out the scope of the issue and its interconnections, we hope to
understand better the local and international solidarities required to address
it. Indeed, Black liberationist leaders from W.E.B. Dubois to Stokeley Carmichael, Malcolm X, James Baldwin, Martin
Luther King, and Angela Davis have articulated the demand for racial justice
against a global canvas, and in ways that underlined its continuity with the
anti-colonial movements of their day. They saw a fundamental continuity between
militarism and racialized carceral practice abroad
and at home, and were inspired by Afro-Asian decolonization and the vision of a
decolonized world order articulated by the Bandung Conference. In recent months
the apparatus of global counterinsurgency and the paramilitary arm of border
patrol have been mobilized against protesters on the streets of Washington DC
and Portland. There has long been a reciprocal, mutually constitutive
relationship between regimes of territorial expansion, slaveholding, and the
elimination of indigenous peoples on the North American continent and overseas.
Taking an anthropological approach, and suspending the dichotomy between
foreign and domestic belied by an ever-expanding frontier, the course will
examine the protracted, structuring effects of racialised
practices of warfare, colonial administration, and exploitation on the US
Mainland and in its overseas colonies, territories, protectorates, and bases in
the Pacific, East Asia, and the Caribbean. We will study empire not only as a
historical and now global imperative of hegemony but as a set of formations
structuring the experience and lifeworlds of its
subjects through practices and technologies of social control such as policing,
schools, prisons, camps, reservations and border control. We will also examine
the persistence and recurrence of notions of Western supremacy and
exceptionalism in multiple contexts as we seek postcolonial ethnographic
perspectives on racial injustice.","Anthropology","https://inside.bard.edu/academic/courses/current/anthropology.html"
"1682449799-674","https://inside.bard.edu/academic/courses/current/menu.htm","Doing Ethnography","ANTH 324","11285","15","4","Laura Kunreuther","Wed     5:10 PM
  – 7:30 PM Olin 303","Distributional","SA Social Analysis","Crosslists","Environmental & Urban Studies; Human Rights","null","null","null","null","What are the ethical stakes, practical questions, and
methodological tools that we use when we practice ethnography? Ethnography is
the cornerstone of contemporary cultural anthropology, and includes both
fieldwork and representation. This course is a survey of, and practicum in,
ethnographic field methods. We will study and critique traditional ethnographic
methods such as participant-observation, interviewing, archival research,
visual, sonic, textual and spatial analysis, and address the challenges of doing
fieldwork in a variety of contexts, including the virtual domain. A series of
sequenced intensive research exercises will raise guiding questions about how
ethnographic research can be ethically and effectively “translated” into
written text. We attend also to emergent ethnographic forms and methods, such
as multi-sited ethnography, critical moral anthropology, and indigenous
methodologies and critiques. To complement the fieldwork projects, we will also
read exemplary, and sometimes controversial, texts of ethnography in practice.
Students will develop a community- or environmentally-based ethnographic
research project of their own design throughout the course of the semester.
Ethical aspects of conducting ethnographic fieldwork, including preparing for
Institutional Review Board (IRB) approval, will be addressed. This course
satisfies the “field methods” requirement for moderation in anthropology and/or
environmental and urban studies. Prerequisites: Introduction to Anthropology
101 and/or EUS 101.","Anthropology","https://inside.bard.edu/academic/courses/current/anthropology.html"
"1682449799-675","https://inside.bard.edu/academic/courses/current/menu.htm","The Animal in Anthropology","ANTH 358","11282","15","4","Yuka Suzuki","Tue      9:10 AM
  – 11:30 AM Olin 303","Distributional","SA Social Analysis D+J Difference and Justice","Crosslists","Environmental Studies","null","null","null","null","Animals have figured prominently in anthropological writings
since the discipline’s inception. From Lewis Henry Morgan’s portrait of the
American beaver, to E. E. Evans-Pritchard’s account of the cattle beloved in
Nuer society, animals have always been an essential part of how we see
ourselves and make sense of the world around us. In this course, we trace
anthropology’s engagement over the past century with the figure of the animal.
We begin by exploring some of the discipline’s classic texts in relation to
animals, focusing on their role as repositories of totemic power, markers of
purity and pollution, and mirrors of social identity. We will then consider
questions such as: how, and by whom, is the line between human and animal
drawn? What are the politics of definition and classification? Where are
animals positioned on the moral landscapes of cultures? To address such
questions, we will look closely at animal-based practices such as hunting,
aquaculture, falconry, and petkeeping in cross-cultural context. The final
section of the course focuses on multispecies ethnography, a recent and growing
field that strives to rethink categories of human and nonhuman.","Anthropology","https://inside.bard.edu/academic/courses/current/anthropology.html"
"1682449799-676","https://inside.bard.edu/academic/courses/current/menu.htm","Ethnographic Reportage","ANTH 364","11283","15","4","John Ryle","Mon       12:30
  PM – 2:50 PM Olin 303","Distributional","LA  Literary
  Analysis in English","Crosslists","Africana Studies; Historical Studies; Human Rights; Literature; Written
  Arts","null","null","null","null","In literature and long-form journalism, when the subject lies
outside the global centres of power and wealth, writers have drawn on
approaches to other cultures developed and practised by ethnographic
researchers. Such writing partakes of the immersive research technique  and distinctive style of thought and description
that inform classic works of anthropology. The approach has been deployed in a
widening range of genres, including travel narratives, journalistic reportage,
and works of fiction. The course takes the form of close readings of
outstanding examples drawn from this area of writing, where literature,
reportage and ethnography meet. The readings, drawn mainly from writing about
Africa, Asia and Latin America, will be contextualised by competing indigenous
accounts and representations of the same events in other media. The work of the
class will combine textual analysis, critical engagement and a series of
exercises in ethnographically-informed writing by class members.","Anthropology","https://inside.bard.edu/academic/courses/current/anthropology.html"
"1682449799-677","https://inside.bard.edu/academic/courses/current/menu.htm","Cartographies of Conquest,
  Incarceration and Abolition","AS 315","11235","15","4","Margaux Kristjansson","Wed     3:30 PM
  – 5:50 PM Olin Languages Center 208","Distributional","SA  Social
  Analysis  D+J Difference and Justice","Crosslists","Africana Studies; Anthropology; Human Rights","null","null","null","null","","Anthropology","https://inside.bard.edu/academic/courses/current/anthropology.html"
"1682449799-678","https://inside.bard.edu/academic/courses/current/menu.htm","Islam, Pop Culture, and New Media","REL 219","11333","16","4","Claire-Marie Hefner","Mon  Wed     11:50 AM
  – 1:10 PM Olin 301","Distributional","MBV  Meaning,
  Being, Value  D+J Difference and Justice","Crosslists","Anthropology; Gender and Sexuality Studies; Global & International
  Studies; Middle Eastern Studies","null","null","null","null","","Anthropology","https://inside.bard.edu/academic/courses/current/anthropology.html"
"1682449801-679","https://inside.bard.edu/academic/courses/current/menu.htm","Marine Biodiversity","BIO 139","11024","18","4","Kathryn Anderson","Wed     3:30 PM
  – 4:50 PM Reem Kayden Center 114/115","Lab","Fri   1:30 PM
  – 4:30 PM Reem Kayden Center 114/115","Distributional","LS Laboratory Science","null","null","null","null","Marine ecosystems are incredibly diverse. By current
estimates there may be up to 2.2 million species in our oceans, yet only 11% of
those have been described. The main focus of this class will be on lab
activities that allow you to become intimately acquainted with a diverse set of
marine species local to the northwest Atlantic. Lectures will provide
ecological and evolutionary context to the strange organism we are observing in
lab. In addition, students will learn field-based techniques for assessing
marine algal and invertebrate biodiversity, which you will be able to put to
the test in a required field trip to the coast. Finally, assignments will focus
on the role non-traditional scientists play in collecting and dispersing new
and important scientific findings. This course is designed for non-majors and
doesn’t satisfy the course requirements for first-year biology students.","""Non-major"" lab science and introductory lab science with no prerequisite","https://inside.bard.edu/academic/courses/current/hpsscience.html"
"1682449801-680","https://inside.bard.edu/academic/courses/current/menu.htm","Photographic Processes","SCI 125 A","11081","20","4","Simeen Sattar","Mon       10:10
  AM – 12:10 PM Hegeman 201","Lab","Wed     10:10 AM
  – 1:10 PM Hegeman 201/ Rose Laboratories
  205","Distributional","LS Laboratory Science","null","null","null","null","Topics covered in this course range from the chemistry of
silver and non-silver photographic processes to the physics of CCD
cameras.  Laboratory work emphasizes the
chemical transformations involved in making gum dichromate prints, cyanotypes,
blueprints, salted paper prints and black-and-white silver emulsion
prints.  Registered students undertake to
review elementary topics from high school chemistry and take an online quiz
before the start of the semester to assess their understanding of these topics.","""Non-major"" lab science and introductory lab science with no prerequisite","https://inside.bard.edu/academic/courses/current/hpsscience.html"
"1682449801-681","https://inside.bard.edu/academic/courses/current/menu.htm","Photographic Processes","SCI 125 B","11082","20","4","Simeen Sattar","Tue      10:10 AM
  – 12:10 PM Hegeman 201","Lab","Thurs    10:10 AM
  – 1:10 PM Hegeman 201/ Rose Laboratories
  205","Distributional","LS Laboratory Science","null","null","null","null","Topics covered in this course range from the chemistry of
silver and non-silver photographic processes to the physics of CCD
cameras.  Laboratory work emphasizes the
chemical transformations involved in making gum dichromate prints, cyanotypes, blueprints,
salted paper prints and black-and-white silver emulsion prints.  Registered students undertake to review
elementary topics from high school chemistry and take an online quiz before the
start of the semester to assess their understanding of these topics.","""Non-major"" lab science and introductory lab science with no prerequisite","https://inside.bard.edu/academic/courses/current/hpsscience.html"
"1682449803-682","https://inside.bard.edu/academic/courses/current/menu.htm","Photographic Processes","SCI 125 A","11081","20","4","Simeen Sattar","Mon       10:10
  AM – 12:10 PM Hegeman 201","Lab","Wed     10:10 AM
  – 1:10 PM Hegeman 201/ Rose Laboratories
  205","Distributional","LS Laboratory Science","null","null","null","null","Topics covered in this course range from the chemistry of
silver and non-silver photographic processes to the physics of CCD
cameras.  Laboratory work emphasizes the
chemical transformations involved in making gum dichromate prints, cyanotypes,
blueprints, salted paper prints and black-and-white silver emulsion
prints.  Registered students undertake to
review elementary topics from high school chemistry and take an online quiz
before the start of the semester to assess their understanding of these topics.","Science","https://inside.bard.edu/academic/courses/current/scicrse.html"
"1682449803-683","https://inside.bard.edu/academic/courses/current/menu.htm","Photographic Processes","SCI 125 B","11082","20","4","Simeen Sattar","Tue      10:10 AM
  – 12:10 PM Hegeman 201","Lab","Thurs    10:10 AM
  – 1:10 PM Hegeman 201/ Rose Laboratories
  205","Distributional","LS Laboratory Science","null","null","null","null","Topics covered in this course range from the chemistry of
silver and non-silver photographic processes to the physics of CCD
cameras.  Laboratory work emphasizes the
chemical transformations involved in making gum dichromate prints, cyanotypes, blueprints,
salted paper prints and black-and-white silver emulsion prints.  Registered students undertake to review
elementary topics from high school chemistry and take an online quiz before the
start of the semester to assess their understanding of these topics.","Science","https://inside.bard.edu/academic/courses/current/scicrse.html"
"1682449805-684","https://inside.bard.edu/academic/courses/current/menu.htm","Introduction to Psychological Science","PSY 141 A","11083","22","4","Sarah Dunphy-Lelii","Tue  Thurs    8:30 AM
  – 9:50 AM Hegeman 102","Distributional","SA Social Analysis","Crosslists","Mind, Brain, Behavior","null","null","null","null","How does the mind create the reality we perceive? How do
experiences shape the brain, and how do processes in the brain influence
thought, emotion and behavior?  This
course investigates these and similar questions by studying the science of the
human mind and behavior. The course covers topics such as memory, perception,
development, psychopathology, personality, and social behavior. A focus is on
the biological, cognitive, and social/cultural roots that give rise to human
experience. Additionally, the course will consider how behavior differs among
people, and across situations.","Psychology","https://inside.bard.edu/academic/courses/current/psychology.html"
"1682449805-685","https://inside.bard.edu/academic/courses/current/menu.htm","Introduction to Psychological Science","PSY 141 B","11084","22","4","Justin Dainer-Best","Wed  Fri   10:10 AM
  – 11:30 AM Reem Kayden Center 103","Distributional","SA Social Analysis","Crosslists","Mind, Brain, Behavior","null","null","null","null","How does the mind create the reality we perceive? How do
experiences shape the brain, and how do processes in the brain influence
thought, emotion and behavior?  This
course investigates these and similar questions by studying the science of the
human mind and behavior. The course covers topics such as memory, perception,
development, psychopathology, personality, and social behavior. A focus is on
the biological, cognitive, and social/cultural roots that give rise to human
experience. Additionally, the course will consider how behavior differs among
people, and across situations.","Psychology","https://inside.bard.edu/academic/courses/current/psychology.html"
"1682449805-686","https://inside.bard.edu/academic/courses/current/menu.htm","Introduction to Psychological Science","PSY 141 C","11085","22","4","Kristin Lane","Mon  Wed     3:30 PM
  – 4:50 PM Reem Kayden Center 103","Distributional","SA Social Analysis","Crosslists","Mind, Brain, Behavior","null","null","null","null","How does the mind create the reality we perceive? How do
experiences shape the brain, and how do processes in the brain influence
thought, emotion and behavior?  This
course investigates these and similar questions by studying the science of the
human mind and behavior. The course covers topics such as memory, perception,
development, psychopathology, personality, and social behavior. A focus is on
the biological, cognitive, and social/cultural roots that give rise to human
experience. Additionally, the course will consider how behavior differs among
people, and across situations.","Psychology","https://inside.bard.edu/academic/courses/current/psychology.html"
"1682449805-687","https://inside.bard.edu/academic/courses/current/menu.htm","Design and Analysis in Psychology I","PSY 201","11086","36","4","Justin Hulbert","Mon  Wed     11:50 AM
  – 1:10 PM Hegeman 102","Distributional","LS Laboratory Science","null","null","null","null","null","null","This course provides an introduction to the research designs
and data analyses central to psychological science, helping to build a strong
understanding of research methods, ethics, and statistics. This course is
required for students prior to moderation in Psychology and is built around
hands-on laboratory experiences designed to illuminate experimental psychology
for intended majors. This course must be taken before the second course in the
two-part sequence, Design & Analysis for Psychology II (PSY 202). Together,
these courses are intended to provide a strong foundation for designing,
conducting, analyzing, interpreting, and communicating empirical research in
the discipline. Prerequisites: Introduction to Psychological Science or its
equivalent, and sophomore status at the College.","Psychology","https://inside.bard.edu/academic/courses/current/psychology.html"
"1682449805-688","https://inside.bard.edu/academic/courses/current/menu.htm","Design and Analysis in Psychology I
  Laboratory","PSY 201 LBA","11662","18","0","Justin Hulbert","Thurs    10:10 AM
  – 12:10 PM Albee 100","Distributional","SA Social Analysis","null","null","null","null","null","null","This course provides an introduction to the research designs
and data analyses central to psychological science, helping to build a strong
understanding of research methods, ethics, and statistics. This course is
required for students prior to moderation in Psychology and is built around
hands-on laboratory experiences designed to illuminate experimental psychology
for intended majors. This course must be taken before the second course in the
two-part sequence, Design & Analysis for Psychology II (PSY 202). Together,
these courses are intended to provide a strong foundation for designing,
conducting, analyzing, interpreting, and communicating empirical research in
the discipline. Prerequisites: Introduction to Psychological Science or its
equivalent, and sophomore status at the College.","Psychology","https://inside.bard.edu/academic/courses/current/psychology.html"
"1682449805-689","https://inside.bard.edu/academic/courses/current/menu.htm","Design and Analysis in Psychology I
  Laboratory","PSY 201 LBB","11088","18","0","Justin Hulbert","Thurs    1:30 PM
  – 3:30 PM Albee 100","Distributional","LS Laboratory Science","null","null","null","null","null","null","This course provides an introduction to the research designs
and data analyses central to psychological science, helping to build a strong
understanding of research methods, ethics, and statistics. This course is
required for students prior to moderation in Psychology and is built around
hands-on laboratory experiences designed to illuminate experimental psychology
for intended majors. This course must be taken before the second course in the
two-part sequence, Design & Analysis for Psychology II (PSY 202). Together,
these courses are intended to provide a strong foundation for designing,
conducting, analyzing, interpreting, and communicating empirical research in
the discipline. Prerequisites: Introduction to Psychological Science or its
equivalent, and sophomore status at the College.","Psychology","https://inside.bard.edu/academic/courses/current/psychology.html"
"1682449805-690","https://inside.bard.edu/academic/courses/current/menu.htm","Design and Analysis in Psychology II","PSY 202","11089","18","4","Kristin Lane","Tue   Fri   11:50 AM
  – 1:10 PM Reem Kayden Center 103","null","Thurs    10:30 AM
  – 12:30 PM Henderson Comp. Center 101A","Distributional","MC Mathematics and Computing","null","null","null","null","This course continues the study of research designs and data analyses
central to psychological science introduced in PSY 201. A focus will be on
selecting appropriate research designs and analyses for specific research
questions. Students will analyze data using the JAMOVI software package and
practice communicating their results to diverse audiences. This course must be
taken after the first course in the two-part sequence, Design & Analysis
for Psychology I (PSY 201). Together, these courses are intended to provide a
strong foundation for designing, conducting, analyzing, interpreting, and
communicating empirical research in the discipline. Prerequisites: Design &
Analysis for Psychology I","Psychology","https://inside.bard.edu/academic/courses/current/psychology.html"
"1682449805-691","https://inside.bard.edu/academic/courses/current/menu.htm","Methods of Qualitative Inquiry in
  Psychology","PSY 205","11090","22","4","Elena Kim","Tue  Thurs    8:30 AM
  – 9:50 AM Hegeman 204","Distributional","SA Social Analysis","null","null","null","null","null","null","This course provides an overview, history and politics of
diverse qualitative research perspectives and methods within psychological
science. It focuses on qualitative research paradigms such as thematic
analysis, grounded theory, phenomenological methods, case studies, discursive
psychology, and narrative psychology.  The
course provides students with hands-on experience as it covers the entire
process of a qualitative study, from formulating a research question to
interpreting data and reporting your analysis. You will learn to design an
original qualitative psychological study and collect data using a variety of
qualitative tools including observation, in-depth interviews, focus-group
discussions, discourse analysis, content analysis, and thematic analysis. You
will also acquire skills in interpreting and managing qualitative data using
specific software (MAXQDA). Ethical qualitative research practice will be
emphasized throughout the course. Prerequisite include one introductory course
such as  An introductory Psychology, An
Introduction to Cultural Anthropology, 
Introduction to Sociology, or consent of the instructor.","Psychology","https://inside.bard.edu/academic/courses/current/psychology.html"
"1682449805-692","https://inside.bard.edu/academic/courses/current/menu.htm","Adult Abnormal Psychology","PSY 210","11101","22","4","Joshua Nelson","Tue  Thurs    10:10 AM
  – 11:30 AM Reem Kayden Center 111","Distributional","SA Social Analysis","null","null","null","null","null","null","This course is designed to examine various forms of adult
psychopathology (i.e., psychological disorders) within the contexts of
theoretical conceptualizations, research, and treatment.  Potential causes of psychopathology,
diagnostic classifications, and treatment applications will be addressed.  Adult forms of psychopathology that will
receive the primary emphasis of study include the anxiety, mood, eating, and
substance-related disorders. 
Prerequisites: Introduction to Psychology or permission of instructor.
This course fulfills the Cluster A requirement for the Psychology Major.","Psychology","https://inside.bard.edu/academic/courses/current/psychology.html"
"1682449805-693","https://inside.bard.edu/academic/courses/current/menu.htm","Child Development","PSY 224","11091","22","4","Sarah Dunphy-Lelii","Tue  Thurs    1:30 PM
  – 2:50 PM Olin 201","Distributional","SA Social Analysis","null","null","null","null","null","null","This is a specialized course that prepares students to understand
the biological, motor, perceptual, cognitive (including intelligence),
language, emotional, social, and gender development of children. The process of
human development from conception through early adolescence is
studied. Emphasis is placed on what enables children to reach physical, mental,
emotional and social maturity, and helps us to address the question “What
environments promote optimum development for children?” Child development history,
theory, and research strategies will be discussed, as well as the effect of
family, peers, media, and schooling. This class would be good for those
interested in children, education, or the cognitive and social development of
humans. This class is not appropriate for students who have already taken Psych
216 (Developmental Psychology).","Psychology","https://inside.bard.edu/academic/courses/current/psychology.html"
"1682449805-694","https://inside.bard.edu/academic/courses/current/menu.htm","Sensation and Perception","PSY 233","11092","22","4","Tom Hutcheon","Mon  Wed     10:10 AM
  – 11:30 AM Olin 201","Distributional","SA Social Analysis","null","null","null","null","null","null","As we read a line of text our eyes make a series of short,
rapid movements (saccades) followed by brief pauses (fixations).  Yet, we experience reading as a continuous
flow of information.  Reading reflects a
fundamental question for the study of sensation and perception: how does our
brain construct a stable representation of the world when provided with ever
changing sensory information?  This
course will begin to address this, and related questions, by studying the
anatomy and physiology of sensory structures that receive stimulus information,
with a particular emphasis on the visual and auditory systems.  Next, we will move to the cognitive processes
that turn this raw sensory information into our perception of the world.  Finally, we will discuss how the same sensory
information can often lead to very different perceptions across individuals and
cultures.  Readings will consist of a
combination of textbook chapters and empirical articles.  Prerequisite: PSY 141, CMSC 131 or permission
of instructor. This course fulfills the Cluster C requirement for the
Psychology major.","Psychology","https://inside.bard.edu/academic/courses/current/psychology.html"
"1682449805-695","https://inside.bard.edu/academic/courses/current/menu.htm","Individual Differences in Early
  Childhood","PSY 305","11097","12","4","Sarah Dunphy-Lelii","Mon       3:10 PM
  – 5:30 PM Olin Languages Center 208","Distributional","SA Social Analysis","null","null","null","null","null","null","Modern empirical work challenges the old assumption of a
universal developmental course for all children. In the years before they enter
school, children undergo enormous changes in their thinking: changes continuous
and discontinuous, qualitative and quantitative in nature. Different social,
cultural, economic, and linguistic environments impact this early cognitive
development in fascinating ways. This seminar will be divided into three units:
individual differences in the way young children think about internal states
and perspective-taking (e.g., the role of a child’s particular vocabulary in
their thinking about the mind), how children explicitly understand difference
itself (e.g., social class, or gender), and how public policy reifies
inequities in early childhood social and cognitive outcomes (e.g., healthcare,
and early schooling). Our discussions will focus on readings from empirical
papers, literature reviews, and books. Open to moderated students with consent
of the instructor. Prerequisites: Psy 141/128 and a course on development or
child behavior.","Psychology","https://inside.bard.edu/academic/courses/current/psychology.html"
