web-scraper-order,web-scraper-start-url,title,number,crn,class_cap,credits,professor,schedule,property_1_type,property_1_value,property_2_type,property_2_value,property_3_type,property_3_value,property_4_type,property_4_value,description,programs,programs-href
"1682471364-1475","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Britain since 1707","HIST 142","92032","22","4","Richard Aldous","Mon  Wed     3:30 PM
  – 4:50 PM Reem Kayden Center 102","Distributional","HA  Historical
  Analysis","Crosslists","Global
  & International Studies; Victorian Studies","null","null","null","null","This foundation course examines the complex history of Great
Britain from its inception in 1707 to the multi-cultural society of today. We
ask how a small island off continental Europe spread its influence and power so
effectively around the globe. Fully integrating the experience of England,
Scotland, Ireland and Wales, as well as the British Empire, the course will
survey the evolution of a nation and its people through seminal texts and
documents from the UK National Archives.","Historical Studies","https://inside.bard.edu/academic/courses/fall2023/history.html"
"1682471364-1476","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Latin America: Independence, Sovereignty, and Revolution","HIST 152","92033","22","4","Miles Rodriguez","Mon  Wed     10:10 AM
  – 11:30 AM Reem Kayden Center 102","Distributional","HA  Historical
  Analysis  D+J Difference and Justice","Crosslists","American
  & Indigenous Studies; Global & International Studies; Human Rights;
  Latin American/Iberian Studies","null","null","null","null","Latin America is one of the world’s most diverse regions, now
with over six hundred million people of African, Asian, European, Indigenous,
Middle Eastern, and interracially-mixed descent, in at least twenty different
independent nations. The largest Latin American country, Portuguese-speaking
Brazil, and the second largest, the world’s most populous Spanish-speaking
country, Mexico, as well as countries in the Spanish Caribbean like Cuba,
Central America, and in Spanish South America, encompass rich and complex
cultures and peoples. This course is an introductory historical survey of Latin
America. It focuses on the tremendous, troubled, and often traumatic
transformations and transitions that many of its distinct nations and peoples
have experienced in struggles for independence, sovereignty, and revolution.
The class examines the main historical issues and challenges of Latin America’s
post-colonial independent national period, including persistent inequality,
regional and national integration and disintegration, and global and
international relations, as well as revolution, war, military rule, popular
social movements, civil reconciliation, and continual violence. Its goal is to
understand the incredibly complex and diverse meanings and histories of Latin America
to the present. LAIS Core Course.","Historical Studies","https://inside.bard.edu/academic/courses/fall2023/history.html"
"1682471364-1477","https://inside.bard.edu/academic/courses/fall2023/menu.htm","The Crusades and Their Memory: Faith, Race, and Violence
  from the Middle Ages to Today","HIST 157","92401","22","4","Nathanael Aschenbrenner","Tues  Thurs    
  10:10 AM – 11:30 AM Reem
  Kayden Center 102","Distributional","HA  Historical
  Analysis","Crosslists","Middle
  Eastern Studies","null","null","null","null","Beginning as a series of wars in the Middle Ages, the
Crusades became one of the most important political, cultural, and symbolic
movements in European history. Not only did they transform the states of the
Latin West, Byzantium, and the Islamic Near East, but the fostered changes in
politics, culture, literature, belief, and devotional practices from Britain to
Persia—as well as providing a set of symbols and narratives that continue to
resonate even in the 21st century. The Crusades may be gone, but
they are hardly forgotten. Though often conceptualized as a clash between
Christian and Muslim civilizations, this course challenges that view with a
pluralist approach, showing students how crusading warfare and beliefs were
also deployed against pagans and indigenous people on Europe’s frontiers,
heterodox Christians, and a range of political opponents. More than a history
of warfare, this course examines intellectual, institutional, and financial
innovations that shaped crusading in the Middle Ages, as well as the ways it
was exported to a globally connected world from the 15th century
onward. Ranging from the 7th century CE to modern America, this
course traces the long arc of crusading: from church councils and popular
campaigns of the High Middle Ages, through the emergence of the Ottomans and
their conquest of the eastern Mediterranean, and into modern appropriations of
crusading in service of imperialism, nationalism, terrorism, and neofascist
politics. Along the way, we will encounter not only zealous preachers and
reluctant soldiers, but also crafty politicians and simple believers, pirates
and princes. The course then intersects with histories of the Mediterranean,
the Latin Middle Ages and Byzantium, the Islamic Near East, the early modern
world, and even modern politics. By the end of the course, students will have a
familiarity with the institutions and beliefs that fostered crusading, and the
ways the memory of the crusades has continued to influence politics and
conflict in the modern world.","Historical Studies","https://inside.bard.edu/academic/courses/fall2023/history.html"
"1682471364-1478","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Technology, Labor, Capitalism","HIST 180","92034","22","4","Jeannette Estruth","Tue  Thurs    5:10 PM
  – 6:30 PM Reem Kayden Center 101","Distributional","HA  Historical
  Analysis  D+J Difference and Justice","Crosslists","American
  & Indigenous Studies; Environmental & Urban Studies; Environmental
  Studies; Experimental Humanities; Human Rights; Science, Technology, Society","null","null","null","null","Artificial intelligence and the knowledge economy.
Computation and Credit. Satellites and social media. Philanthropy and factory
flight. “Doing what you love” and digital activism. Climate change and
corporate consolidation. This class will explore changes in capitalism,
technology, and labor in the twentieth- and twenty-first century United States.
We will learn how ideas about work and technology have evolved over time, and
how these dynamic ideas and evolving tools have shaped the present day.","Historical Studies","https://inside.bard.edu/academic/courses/fall2023/history.html"
"1682471364-1479","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Jews in the Modern World","HIST 181","92035","22","4","Cecile Kuznitz","Tue  Thurs    1:30 PM
  – 2:50 PM Hegeman 201","Distributional","HA  Historical
  Analysis  D+J Difference and Justice","Crosslists","Jewish
  Studies","null","null","null","null","In the modern period Jews faced unprecedented opportunities
to integrate into the societies around them as well as antisemitism on a
previously unimaginable scale. In response to these changing conditions they
reinvented Jewish culture and identity in radically new ways. This course will
survey the history of the Jewish people from the early modern period until the
aftermath of the Holocaust and the establishment of the State of Israel. It
will examine such topics as the social, intellectual, and economic factors
leading to greater toleration at the start of the modern period; the varying
routes to emancipation in Western Europe, Eastern Europe, and the Islamic
world; acculturation, assimilation, and their discontents; Jewish nationalist
movements such as Zionism; the rise of modern antisemitism culminating in the
Holocaust; the establishment of the State of Israel; and the growth of the
American Jewish community.","Historical Studies","https://inside.bard.edu/academic/courses/fall2023/history.html"
"1682471364-1480","https://inside.bard.edu/academic/courses/fall2023/menu.htm","The Making of the Modern Middle East","HIST 185","92036","22","4","Ibrahim Elhoudaiby","Mon  Wed     10:10 AM
  – 11:30 AM Olin 204","Distributional","HA  Historical
  Analysis  D+J Difference and Justice","Crosslists","Global
  & International Studies; Human Rights; Middle Eastern Studies","null","null","null","null","In this survey course, we will discuss the major processes
that contributed to the rise of the modern Middle East, and trace the history
of the modern institutions in the region. Topics including the making of modern
armies, political institutions, nation-states, economies, and families, as well
as examining reform movements in the Ottoman Empire, European imperialism, nationalist
movements (including the Arab-Israeli conflict), political Islam, and the Arab
Spring (and its aftermath). In addition to exploring modern Middle Eastern
history, students will acquire critical thinking skills through examining
primary documents and reflecting on the uses of history in contemporary
contexts.","Historical Studies","https://inside.bard.edu/academic/courses/fall2023/history.html"
"1682471364-1481","https://inside.bard.edu/academic/courses/fall2023/menu.htm","India","HIST 186","92037","22","4","Rupali Warke","Mon  Wed     3:30 PM
  – 4:50 PM Olin 204","Distributional","HA  Historical
  Analysis","Crosslists","Asian
  Studies","null","null","null","null","The Taj Mahal, a seventeenth-century mausoleum, is on the
itinerary of every foreign tourist, including the official visits of US
Presidents. The architects of this magnificent building, the Mughals, were the
most important Muslim dynasty to have ruled India. During the long Mughal rule,
India experienced cultural efflorescence that enriched arts, architecture,
religion, language, dress, and cuisine. This was the time when Asia was the
epitome of economic and cultural advancement which the West watched in
exclamation. In this class, we shall look at how South Asia experienced this
era under different Muslim dynasties from the year 1200 until the decline of
the Mughal empire in the mid-eighteenth century. We would discuss various
textual and audio-visual sources to understand how the multiregional cultural
identities crystallized through a confluence of Indic and Perso-Arabic
traditions. Students will explore leading secondary works in conjunction with
primary sources such as memoirs, travel accounts, and chronicles.","Historical Studies","https://inside.bard.edu/academic/courses/fall2023/history.html"
"1682471364-1482","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Inventing Modernity: Commune, Renaissance, and Reformation
  in Western Europe, 1291-1806","HIST 184","92449","22","4","Gregory Moynahan","Mon   Thurs    1:30 PM
  – 2:50 PM Olin 201","Distributional","HA  Historical
  Analysis","Crosslists","French
  Studies; German Studies; Italian Studies","null","null","null","null","Using as its starting point Jacob Burckhardt’s classic
account The Civilization of the Renaissance in Italy, this course will examine
the role of the drastic upheavals of the early modern period in defining the
origins of such modern institutions as capitalism, political individuality,
religious freedom, democracy, and the modern military. The geographic focus
will be the towns, cities, and peasant communes of the Italian and German
speaking regions of Europe, particularly the Italian peninsula, Holy Roman
Empire, and Switzerland.  Two apparently
opposed developments will be at the center of our approach: first, the role of
the autonomous peasant commune, particularly in Switzerland, as a model and
spur for political forms such as democracy and anarchism; second, the development
of modern capitalism and technology as they came to impinge on the traditional
feudal and communal orders. The course will also address the historiography and
politics surrounding the “invention” of the Renaissance in the late nineteenth
century, looking particularly at Burckhardt’s relation with Ranke,
Schopenhauer, and Nietzsche.","Historical Studies","https://inside.bard.edu/academic/courses/fall2023/history.html"
"1682471364-1483","https://inside.bard.edu/academic/courses/fall2023/menu.htm","From the New Deal to the Art of the Deal to the Green New
  Deal: Liberalism and Conservatism in the United States","HIST 193","92039","22","4","Jeannette Estruth","Tue  Thurs    3:30 PM
  – 4:50 PM Reem Kayden Center 101","Distributional","HA  Historical
  Analysis  D+J Difference and Justice","Crosslists","American
  & Indigenous Studies; Politics","null","null","null","null","What are the major policy trends that have forged the modern
American experience? What political frameworks have mobilized coalitions,
animated representatives, and changed governance in the
twentieth-and-twenty-first century United States? How do presidential
administrations communicate and connect broad and sometimes divergent policy
goals? How do elections work? Why does the United States only have two major
political parties, even though its population is the third-largest of the
world’s countries? How have the issues that those parties represent changed
over time? And what is the role of parties in articulating modern American
Liberalism and Conservatism? This course will examine the major historical
moments in, and relationships between, the diverse political traditions of the
United States.   This course especially
welcomes first-year students, and operates in close cooperation with the
First-Year Offering to provide an introduction to American Civics and electoral
practices.   For final and midterm assignments,
we will work closely with the Center for Civic Engagement, Elections @ Bard,
the nearby Franklin Delano Roosevelt Presidential Library, and the Bard 100
Days Project.","Historical Studies","https://inside.bard.edu/academic/courses/fall2023/history.html"
"1682471364-1484","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Let’s All Meet Up in the Year 2000: Britain in the first
  decade of the 21st century","HIST 2000","92040","22","4","Richard Aldous","Mon  Wed     5:10 PM
  – 6:30 PM Reem Kayden Center 102","Distributional","HA  Historical
  Analysis","Crosslists","Global
  & International Studies","null","null","null","null","Britain entered the new millennium midway through one of the
longest periods of economic growth it had ever known. But after the optimism of
Cool Britannia and the 1990s, the first decade of the new century was a time of
unease and division. Pillars of the Establishment were shaken by scandals. Tony
Blair, among the most popular leaders of modern times, now became one of its
most controversial as Britain joined the invasion of Iraq. The decade would end
with a global financial meltdown and the country still fighting unpopular wars.
Yet if the “Noughties” were years of division, they were also ones of vibrancy
when British culture continued to project its unique sensibility around the
world and half a century of social reform culminated in the landmark Equalities
Act. This course follows the ups and downs of a turbulent decade—a period of UK
global impact and progressive social change, but also a time, one contemporary
noted, when “the British people were in a right strop.”","Historical Studies","https://inside.bard.edu/academic/courses/fall2023/history.html"
"1682471364-1485","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Russia under the Romanovs","HIST 203","92045","22","4","Sean McMeekin","Tue  Thurs    10:10 AM
  – 11:30 AM Olin 107","Distributional","HA  Historical
  Analysis","Crosslists","Global
  & International Studies; Russian and Eurasian Studies","null","null","null","null","This course is a survey of Russian history during the reign
of the Romanov dynasty from 1613 until the abdication of Tsar Nicholas II in
1917. Key themes will include military history and imperial expansion,
autocracy and its critics, Russia’s allegedly “belated” economic modernization,
serfdom and land reform, and the long-running argument over Russian identity
between “westernizers” and Slavophiles. Towards the end of the term, we will
investigate the origins and nature of Russian political radicalism, in both
populist and socialist strains.","Historical Studies","https://inside.bard.edu/academic/courses/fall2023/history.html"
"1682471364-1486","https://inside.bard.edu/academic/courses/fall2023/menu.htm","From
  Long War to Short Peace: Russian History and International Politics since 1985","HIST 202","92471","22","4","Victor Apryshchenko","Mon  Wed     8:30
  AM – 9:50 AM OSUN class","Distributional","HA Historical Analysis","Crosslists","Global
  & International Studies; Russian and Eurasian Studies","null","null","null","null","Marking the last decade of the 20th century,
Russia’s interest in global partnerships and reformist desires were a welcome,
but short-lived phenomenon. This class aims to explore the country’s (questionably)
sudden return to imperialist ambitions and Cold-War-style isolation from an
analytical perspective. Why was the period of openness so brief? How are
Russia’s international politics influenced by the nation’s historical
experiences and internal political and economic crises? And to what extent do
the “Putinist” decades of Russia’s presence on the
global stage depend on this president’s personal opinions, cultural background,
and geopolitical desires? Starting with Gorbachev’ Perestroika, which
amalgamated paradigms of Soviet foreign relations with an attempt to resolve
internal issues, we will move on to investigating the two major upheavals: the
collapse of the Soviet Union, and the crash of the Yalta-Potsdam system. These
historical milestones will help us frame the Russian foreign affairs of the
early 1990s as a continuation of the Soviet foreign policy, with its focus on
cooperation with the West. Our next subject will be such turning points of
post-Soviet foreign policy transformation as the Primakov Loop over the
Atlantic (1999) and Putin’ Munich Speech (2007). Making a quick detour to the
history of Soviet national politics, we will then proceed to map Russia’s
historical path to the current war with Ukraine. Each class will include a study
of primary historical documents. Course readings will incorporate the
theoretical works on “Soft Power” by Joseph S. Nye, Jr., Yasushi Watanabe, and
David L. McConnell; essays on foreign diplomacy by Henry Kissinger, Hans
Morgenthau, and Iver B. Neumann; and the concepts of
Geopolitics and Heartland, popular among Putin’s associates, in the works of Halford John Mackinder and Zbigniew
Brzeziński. This is an OSUN online
course.","Historical Studies","https://inside.bard.edu/academic/courses/fall2023/history.html"
"1682471364-1487","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Latin American and Caribbean Revolutions","LAIS 204","92056","18","4","Miles Rodriguez","Mon  Wed     11:50 AM
  – 1:10 PM Reem Kayden Center 102","Distributional","HA  Historical
  Analysis  D+J Difference and Justice","Crosslists","Global
  & International Studies; Historical Studies; Human Rights","null","null","null","null","Latin America is often considered a land of revolution. In
fact, very few revolutions occurred in Latin America in the twentieth century,
but there were many revolutionary movements. This class explores the major
revolutions in twentieth-century Latin America and their results for other
parts of Latin America, including the Mexican Revolution and the Cuban
Revolution. It also examines the more common phenomenon of people’s movements
and revolutionary movements in Latin America that did not participate in
revolutions, especially in the parts of the Caribbean colonized by the Spanish
Empire, including islands and parts of Central and South America. Using primary
sources from the participants in the revolutionary processes and movements and
recently published scholarship on them, the goals of the class are to
understand why revolutions happened when they did, why they often did not
happen, and how revolution as ideology, concept, and process mattered to the
meanings of Latin America in the twentieth century. The two main countries that
this class studies, Mexico and Cuba, were and are ethnically and racially
diverse countries and the class deals with the different meanings and forms of
diversity in their respective modern contexts. The revolutions the class
studies also derived from conflicts over differences in class, geography,
nationality, political affiliation, race, socio-economic background, and,
inequality. This course is part of the Racial Justice Initiative, an
interdisciplinary collaboration among students and faculty to further the
understanding of racial inequality and injustice in the United States and
beyond.","Historical Studies","https://inside.bard.edu/academic/courses/fall2023/history.html"
"1682471364-1488","https://inside.bard.edu/academic/courses/fall2023/menu.htm","“Oriental”  Bodies:
  Law, Labor and Gender in the Colonized Middle East","HIST 212","92043","18","4","Ibrahim Elhoudaiby","Mon  Wed     11:50 AM
  – 1:10 PM Olin 303","Distributional","HA  Historical
  Analysis  D+J Difference and Justice","Crosslists","Global
  & International Studies; Human Rights; Middle Eastern Studies","null","null","null","null","In this course, we explore how ‘Oriental bodies’ were
controlled, regulated and gendered in the colonial Middle East, and how they
resisted. Between the mid-nineteenth and early-twentieth century, most of the
Ottoman Empire’s Arab provinces came under British and French colonial rule.
Colonizers deemed the ‘Oriental’ male body weak, insufficiently masculine and
unfit for national service, while the female body was exoticized and
hypersexualized. During the same period, many local governments struggled with foreign
debt, and, consequently, took interest in their populations as a source of
labor power to be exploited. The following decades saw the proliferation of
discourse on sports, labor, chastity, honor, prostitution, and drug addiction.
It also saw the rise of new institutions, including prisons, families, sports
clubs, and police agencies, as sites of contestation between the colonizer and
the colonized. Throughout the course, we will scrutinize the proliferation of
this discourse on ‘Oriental bodies’. We will also explore the role of these
emergent institutions in the gendering bodies, exploiting labor, and organizing
collective life. The course aims to give students a deeper understanding of the
ways in which law intersected with questions of labor, gender, and colonialism,
and how this history continues to shape contemporary debates in the region.","Historical Studies","https://inside.bard.edu/academic/courses/fall2023/history.html"
"1682471364-1489","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Global Cities of South Asia: Delhi and Mumbai through time","HIST 213","92044","18","4","Rupali Warke","Mon  Wed     11:50 AM
  – 1:10 PM Olin 304","Distributional","HA  Historical
  Analysis","Crosslists","Environmental
  & Urban Studies; Environmental Studies; Global & International
  Studies","null","null","null","null","The Indian metropolis of New Delhi and Mumbai are among the
ten largest cities in the world. Both these historic cities have distinct
trajectories. Delhi is a city of antiquity with the earliest evidence of human
settlement going back to 1000 BCE. Located between the western Himalayas and
the great plains of north India, for ages, Delhi has been the gateway to the
Indian subcontinent. At the doors of India, numerous nomads, warriors, and
conquerors turned into dust on the battlefield or became one with the people,
thus making Delhi the proverbial heart of India. On the other hand, Mumbai,
previously known as Bombay, emerged as a sprawling port city during the British
colonial era. A priced colonial possession, Mumbai acquired renewed importance
during the peak of the cotton and opium trades and became a center of urban
modernity. In contemporary India, New Delhi is the national capital while
Mumbai is the de facto financial capital and the home of Bollywood. This course
adopts an interdisciplinary approach in tracing the long trajectories of these
cities from being premodern global cities to post-colonial cosmopolitan cities
of South Asia. We shall explore work by prominent scholars as well as various
textual and audiovisual sources in this class.","Historical Studies","https://inside.bard.edu/academic/courses/fall2023/history.html"
"1682471364-1490","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Resistance and Collaboration in the Holocaust","HIST 2135","92048","22","4","Cecile Kuznitz","Tue  Thurs    3:30 PM
  – 4:50 PM Olin 204","Distributional","HA  Historical
  Analysis  D+J Difference and Justice","Crosslists","German
  Studies; Human Rights; Jewish Studies","null","null","null","null","This course will consider the concepts of resistance and collaboration
as they apply to the actions of victims and bystanders during the Holocaust. We
will begin with an overview of the history of the Holocaust and the main
questions that scholars have asked about this and other instances of genocide.
We will then examine various definitions of resistance and collaboration,
including patterns of reaction variously termed passive, armed, cultural, and
spiritual resistance. We will also look at the range of behaviors among
bystander groups ranging from collaboration and inaction to rescue. Our focus
will be the Jewish communities of Poland, the largest to fall under Nazi rule.
By reading a number of scholars with widely varying views, including Hannah
Arendt, Yehuda Bauer, and Isaiah Trunk, we will grapple with the issues raised
on several levels: Theoretically, what are the most useful definitions of these
terms?  Empirically, how can we
understand the extent of resistance and collaboration that took place
historically? Ethically, how can we access behavior as “reasonable” or morally
justified in such extreme circumstances?","Historical Studies","https://inside.bard.edu/academic/courses/fall2023/history.html"
"1682471364-1491","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Black Modernisms","HIST 2271","92050","15","4","Tabetha Ewing","Wed  Fri   3:30 PM
  – 4:50 PM Olin 305","Distributional","HA  Historical
  Analysis  D+J Difference and Justice","Crosslists","Africana
  Studies; French Studies; Human Rights","null","null","null","null","This course is a grounding in the foundational literature of
20th-century anti-colonial and post-colonial thought as they
buttressed, abraded, or rejected prevailing notions of the modern. It is an
intellectual history exploring African diasporic political and social movements
from revolutionary and anti-colonial resistance to pan-Africanism and
négritude. Theorizations of diaspora and exilic identities emerged in tension
with the contemporary understanding of national identity, where birthplace,
homeland, natal language, and loss became rival terms in the struggle for
territorial- and self-sovereignty. By focusing on the francophone world,
students will follow developments in Paris, Marseilles, Saint Domingue/Haiti,
Martinique, Guadeloupe, and Senegal enabling them to assess heterogeneous
responses to a single imperial framework. We read across genres: history by
C.L.R. James, poetry of Aimé Césaire and Léon Damas, journalism by Paulette and
Jane Nardal, essays of Léopold Senghor and Suzanne Césaire, psycho-social
theories of race and revolution by Frantz Fanon, and the fiction of Maryse
Condé. We will frame readings of this primary literature with more recent
conceptualizations of the French Atlantic, the black-Atlantic, -Caribbean, and
-diaspora. Contributes to the Racial Justice Initiative.","Historical Studies","https://inside.bard.edu/academic/courses/fall2023/history.html"
"1682471364-1492","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Confucianism: Humanity, Rites, and Rights","HIST 229","92046","22","4","Robert Culp","Mon  Wed     11:50 AM
  – 1:10 PM Reem Kayden Center 101","Distributional","HA  Historical
  Analysis  D+J Difference and Justice","Crosslists","Asian
  Studies; Human Rights; Study of Religions","null","null","null","null","Confucianism is one of the most venerable, diverse, and
dynamic intellectual and cultural traditions in human history. This course
explores the transformations of Confucian philosophy, social ethics, and political
thought, from its ancient origins through the present, focusing on five key
moments of change. Close readings in seminal Confucian texts provide a
foundation in the earliest Confucian ideas of benevolence, rites, and
righteousness. We then delve into the ideas of China’s middle-period
Neo-Confucian thinkers Zhu Xi and Wang Yangming, who pondered universal
principle, the Great Ultimate, and innate human goodness. The third segment of
the course analyzes the globalization of Confucian thought during the 16 th
through the 19 th centuries, as Jesuit missionary translations of Confucian
texts inspired the European Enlightenment and European imperialism sparked
Chinese thinkers’ reformulation of “Confucianism” as a bounded, continuous
tradition. The fourth segment of the course reconstructs how Confucian thought
shaped Western ideas of rights as they entered East Asian politics and explores
how Confucian concepts of humanity, relational ethics, and social
responsibility may offer alternatives to Euro-American rights discourse.
Finally, the course considers the contemporary Confucian revival as manifested
in popular culture, tourism, neo-liberal economic discourse, and East Asian
state authoritarianism. No prior study of Chinese language or history is required;
first-year students are welcome.","Historical Studies","https://inside.bard.edu/academic/courses/fall2023/history.html"
"1682471364-1493","https://inside.bard.edu/academic/courses/fall2023/menu.htm","The Second World War","HIST 301","92052","18","4","Sean McMeekin","Tue  Thurs    1:30 PM
  – 2:50 PM Reem Kayden Center 101","Distributional","HA  Historical
  Analysis","Crosslists","Global
  & International Studies","null","null","null","null","This course examines the
Second World War in all its manifold dimensions, from causes to consequences,
covering all major fronts.  The course
satisfies the 300-level requirement for HS majors for either historiography or
the research-focused major conference, but non-history majors are also
welcome.  Students taking the course as a
major conference are strongly encouraged to use the resources of the FDR Library
in Hyde Park, which we will visit together.","Historical Studies","https://inside.bard.edu/academic/courses/fall2023/history.html"
"1682471364-1494","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Captivity and Law","HIST 310","92053","12","4","Tabetha Ewing","Fri   12:30 PM
  – 2:50 PM Olin Languages Center 208","Distributional","HA  Historical
  Analysis","Crosslists","Africana
  Studies; Human Rights","null","null","null","null","This course focuses on the confrontation of early-modern
African and European political thought and practices of captivity, especially,
abduction, wartime hostage-taking, slavery, and other forms of internment.
Captivity in the early modern world engages questions of war and ransom as much
as labor, religion, and race. It involves contracts, written or not, for
renting, selling, buying, and freeing people. As such, captivity figures
prominently in the so-called laws of war and peace. The language of the law,
here, indicates varying degrees of legitimacy and becomes a touchstone for the
changing morality of societies–with profound consequences for understandings of
gender and power. Students will write an Africa-centered paper based on primary
research. This course will serve as a Major Conference in historical research.","Historical Studies","https://inside.bard.edu/academic/courses/fall2023/history.html"
"1682471364-1495","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Latin America: Race, Religion and Revolution","HIST 331","92054","12","4","Miles Rodriguez","Tue  Thurs    11:50 AM
  – 1:10 PM Olin Languages Center 206","Distributional","HA  Historical
  Analysis  D+J Difference and Justice","Crosslists","Global
  & International Studies; Human Rights; Latin American/Iberian Studies","null","null","null","null","This research seminar will study the violent interactions
between race, religion, and revolution in Latin America from the early
twentieth-century to the present, to understand how these interactions have
mattered to the region’s history and how they explain some of its most violent
current conflicts. The very name “Latin America” derived from and became
associated with specific racial, religious, and revolutionary meanings through
a history of violence. The seminar will begin by studying how racial concepts
formed and became fixed ideas through distinct revolutionary-inspired
intellectual debates on interracial mixture and indigenous rights. Based in
Mexico and Peru, the formation of concepts like global mestizaje, a “cosmic
race,” and indigenismo involved rival valuations of each nation’s indigenous
and colonial histories and cultures, with lasting effects. The seminar will
then explore the simultaneous rise of wars and conflicts over radically different
religious meanings and faiths, within and outside of Catholicism, including
native religions and the rise of Evangelical Protestant Christianity. The
latter part of the seminar will focus on Guatemala, which dramatically combined
extreme violence over race, religion, and revolution, and focused global
attention on indigenous rights and human rights. These histories will allow for
a deeper understanding of the rise of different forms of violence in Central
America today, and therefore of the current human rights, migrant, and refugee
crisis centered there and involving other parts of Latin America and the US.
This seminar emphasizes the narratives, interpretations, and voices of
participants in the history, and critical engagement with these primary sources
in the writing of the history. This course is part of the Racial Justice
Initiative, an interdisciplinary collaboration among students and faculty to
further the understanding of racial inequality and injustice in the United
States and beyond.","Historical Studies","https://inside.bard.edu/academic/courses/fall2023/history.html"
"1682471364-1496","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Your","HIST 3234","92450","12","4","Gregory Moynahan","Tue      12:30 PM
  – 2:50 PM Olin 310","Distributional","HA  Historical
  Analysis  D+J Difference and Justice","Crosslists","German
  Studies; Human Rights; Science, Technology, Society","null","null","null","null","In this research course, we will address the coercive and
violent powers of the modern state as they were refined through technologies
and techniques in National Socialist Germany, and then alternately condemned
and utilized in the two German nations of the (East) German Democratic Republic
(DDR) and the (West) German Federal Republic (BRD). Topics will range from the
development of new techniques of propaganda and military oversight to the
manipulation of social technologies such as identification papers, the census,
racial pseudo-science, and, most horrifically, the concentration camp
system.  At the end of the Nazi period,
the DDR defined itself through its resistance to the Nazi party, and nearly the
entirety of its ideology was grounded in anti-Fascism and cosmopolitanism.  The means of organizing and controlling
society were often directly carried over from the Nazi past.  Similarly, the liberal capitalist ideology of
the BRD defined itself in complete opposition to the Nazi past, but here as
well there were surprising number holdovers from the Nazi era, ranging from the
system of registering with the police to the retention of leading
bureaucrats.  By comparing the two
movements, ideologically complete opposites yet organizationally often
surprisingly similar, we can address some of the most disturbing issues of
modern techniques of social control. 
Similarly, protests within each system against specific moments of state
power – ranging from issues such as the use of the census and identity cards to
methods of police surveillance and conscription – were frequently couched in
terms of their links with the Nazi era. 
Please note that the core of this course will be spent writing and
refining an independent historical research paper of approximately 35 pages in
length.  No previous knowledge of German
history is required, although students without such knowledge will need to set
aside time for some background reading.","Historical Studies","https://inside.bard.edu/academic/courses/fall2023/history.html"
"1682471364-1497","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Children of Empire: a Transnational History of Boarding
  Schools","HIST 391","92051","8","4","Wendy Urban-Mead","Wed  
  4:50 PM – 7:50 PM Olin 301","Distributional","HA  Historical
  Analysis  D+J Difference and Justice","Crosslists","Africana
  Studies; Global & International Studies","null","null","null","null","From the boarding schools of early 19th C Britain
to the mission boarding schools in colonial Africa, to the residential schools –
both mission and secular – for Native Americans/First Nations of the USA and
Canada, and  other examples from around the world, this course will engage
with the transnational history of boarding schools as sites where the cultural
work of empire is enacted both for colonizers and colonized. Alongside primary
materials, including memoirs, course texts will include fiction and scholarly
works. Students will learn research skills as they prepare a seminar paper
based on primary sources and historiographical analysis. Students will be
reading colonial documents ‘against the grain,’ as well as seeing how
metropolitan-established boarding schools affected indigenous populations on
two (or more) continents.  The course will be structured to support
students learning to work with digital archives.","Historical Studies","https://inside.bard.edu/academic/courses/fall2023/history.html"
